Posted_date,Job Title from List,Job Title,Company,Company Logo URL,Country,Location,Skills,Salary Info,Source
10/22/2024,DevOps Engineer,AWS Managed Service Enterprise Cloud Engineer 채용,Megazone Cloud Stock,company Logo,South Korea,"Map of Gwacheon-si, Gyeonggi-do","DevOps, Linux, Maintenance, Infrastructure, Technical Support",N/A,saramin.co.kr
11/14/2024,DevOps Engineer,Localization Engineer Junior,"Wearable AI Co., Ltd.",company Logo,South Korea,"Incheon Gyeyang-gu, Incheon as a whole","SE System Engineer, DevOps, Cloud, C, Data Analyst",N/A,saramin.co.kr
11/01/2024,DevOps Engineer,SW Supply Chain Security Technology Sales Engineer Recruitment New Experience,Soft Flow Universe,company Logo,South Korea,"Map of places where telework is possible in Sujeong-gu, Seongnam-si, Gyeonggi-do","SE System Engineer, DevOps, Maintenance, Solutions, Python",N/A,saramin.co.kr
12/11/2024,DevOps Engineer,NHN Enterprise MSP Engineer and Technical Account Manager,NHN stock,company Logo,South Korea,"Map of Bundang-gu, Seongnam-si, Gyeonggi-do","DevOps, Linux, Infrastructure, Technical Support, Cloud",N/A,saramin.co.kr
10/17/2024,DevOps Engineer,Remote Software Engineer Elixir backend LLMs,"FUNCTIONAL EFFECTS Co, Ltd",company Logo,South Korea,"Map of telecommuting available in Yeonsu-gu, Incheon","DevOps, Python, AI, AWS, Backend Server Development",N/A,saramin.co.kr
12/04/2024,DevOps Engineer,2024 Angel Robotics Recruitment Announcement for Each Field,Joo Angel Robotics,company Logo,South Korea,"Gyeonggi Hanam City, Seoul Seongdong-gu, Daejeon Daedeok-gu","SE System Engineer, Data Engineer, Robot Engineer, Network, Maintenance",N/A,saramin.co.kr
12/06/2024,DevOps Engineer,2024 DN Solutions Career Employee Recruitment,Judy Solutions,company Logo,South Korea,"Map of Changwon-si, Gyeongnam, Jung-gu, Seoul, and Gwangmyeong-si, Gyeonggi","SE System Engineer, Data Engineer, DevOps, Technology Engineer, Process Engineer",N/A,saramin.co.kr
12/05/2024,DevOps Engineer,Recruitment of new employees for production technology at Yusam Song,Yoo Sam Song,company Logo,South Korea,"Map of Changwon-si, Gyeongnam","DevOps, Process Engineer, Linux, Mechanical Design, Production Technology",N/A,saramin.co.kr
12/03/2024,DevOps Engineer,Recruitment in each field,Secureter stock,company Logo,South Korea,"Map of Sujeong-gu, Seongnam-si, Gyeonggi-do","DevOps, Network, Solutions, Technical Support, Cloud",N/A,saramin.co.kr
12/04/2024,DevOps Engineer,Wismedical Software Engineer Job Posting,Around Medical,company Logo,South Korea,"Map of places where you can work from home in Suji-gu, Yongin-si, Gyeonggi-do","Data Engineer, DevOps, Network, Cloud, Python",N/A,saramin.co.kr
12/10/2024,DevOps Engineer,Daejeon Engineer Server Storage Security Solution Virtualization,Joo Tech Eye,company Logo,South Korea,Daejeon Seo-gu Map,"SE System Engineer, DevOps, Maintenance, Solutions, Cloud",N/A,saramin.co.kr
11/25/2024,DevOps Engineer,Recruitment by IT infrastructure server network security field,JUEST Holdings,company Logo,South Korea,"Map of Yeongtong-gu, Suwon-si, Gyeonggi-do","SE System Engineer, DevOps, Network, Maintenance, Infrastructure",N/A,saramin.co.kr
12/09/2024,DevOps Engineer,Backend Engineer Professional Researcher Possible Experience 2 to 4 years,Jukyupix,company Logo,South Korea,"Gyeonggi-do, Gyeonggi-do Seongnam-si","DevOps, Infrastructure, Cloud, Python, Java",N/A,saramin.co.kr
06/22/2023,DevOps Engineer,Full-funded AiJAVA full-stack AWS cloud security job-linked recruitment,Korea Technical Education Vocational College,company Logo,South Korea,"Busan Dongrae-gu, Busan as a whole, Geumjeong-gu, Gijang-gun, Nam-gu, Busanjin-gu, Buk-gu, Suyeong-gu, Yeonje-gu, Haeundae-gu","SE System Engineer, Data Engineer, DevOps, Network, Maintenance",N/A,saramin.co.kr
12/10/2024,DevOps Engineer,Osan regular manufacturing machine vision engineer regular recruitment,The main person is HS,company Logo,South Korea,"Gyeonggi Osan City, Suwon City, Yongin City, Pyeongtaek City, Hwaseong City, National Map","DevOps, Solutions, Technical Support, Research, App Development",N/A,saramin.co.kr
11/07/2024,DevOps Engineer,Jusolid Engineering Cloud Sales and Sales Support New and Experienced,Jusolid Engineering,company Logo,South Korea,"Map of Daejeon Yuseong-gu, Daedeok-gu, Dong-gu, Seo-gu, Jung-gu, and Sejong Special Self-Governing City","SE System Engineer, DevOps, Network, Linux, Maintenance",N/A,saramin.co.kr
11/28/2024,DevOps Engineer,Hiring Backend Developers,Give me your advice,company Logo,South Korea,"Busan whole, Busan Haeundae-gu","SE System Engineer, DevOps, Maintenance, Infrastructure, Cloud",N/A,saramin.co.kr
12/11/2024,DevOps Engineer,System engineerApplication engineer,Jutomo Cube,company Logo,South Korea,"Daejeon whole, Daejeon Yuseong-gu","SE System Engineer, DevOps, Infrastructure, Solutions, Python",N/A,saramin.co.kr
12/01/2024,DevOps Engineer,Front-end developer staff level,Hicompint,company Logo,South Korea,"Gyeonggi Goyang City, Gyeonggi Province","SE System Engineer, DevOps, Linux, Maintenance, Web Development",N/A,saramin.co.kr
12/09/2024,DevOps Engineer,Recruiting 13 years of experience as a system engineer,Stock price data,company Logo,South Korea,"Gyeongnam whole, Gyeongnam Jinju city","SE System Engineer, DevOps, Linux, Infrastructure, Solutions",N/A,saramin.co.kr
11/20/2024,DevOps Engineer,Acoustic Signal Processing Engineer,JUSM Instruments,company Logo,South Korea,"Daejeon Yuseong-gu, Daejeon entire map","SE System Engineer, Data Engineer, DevOps, Technology Engineer, Solution",N/A,saramin.co.kr
11/20/2024,DevOps Engineer,Hiring FI System Development Engineer New and Experienced 14 Years,ASEIIcheon Anju,company Logo,South Korea,"Cheonan City, South Chungcheong Province, South Chungcheong Province as a whole","SE System Engineer, DevOps, Infrastructure, Solutions, Technical Support",N/A,saramin.co.kr
12/02/2024,DevOps Engineer,SW QA Test Engineer New Experience Recruitment Suwon Hwaseong Osan Pyeongtaek,Comesju,company Logo,South Korea,"Map of Giheung-gu, Yongin-si, Gyeonggi-do","DevOps, C, QA Tester, API, SW",N/A,saramin.co.kr
12/04/2024,DevOps Engineer,New System Engineer,Stock price data,company Logo,South Korea,"Gyeongnam whole, Gyeongnam Jinju city","SE System Engineer, DevOps, Linux, Infrastructure, Solutions",N/A,saramin.co.kr
12/09/2024,DevOps Engineer,Optical Communication Information and Communication Quality Management and Network Engineer Recruitment,Joo Hye Sung Techwin,company Logo,South Korea,"Gyeonggi-do, Gyeonggi-do Seongnam-si","SE System Engineer, DevOps, Network, Linux, Maintenance",N/A,saramin.co.kr
11/08/2024,DevOps Engineer,IT Infra System Technical Support Career Recruitment,Topic: Technology,company Logo,South Korea,"Map of Gyeonggi Hwaseong-si, Suwon-si, Osan-si, and Pyeongtaek-si","SE System Engineer, DevOps, Maintenance, Solutions, Technical Support",N/A,saramin.co.kr
10/22/2024,DevOps Engineer,Security Solution DRM Maintenance Technical Support Engineer New Experience,Soft Camp Week,company Logo,South Korea,"Map of Gwacheon-si, Gyeonggi-do","SE System Engineer, DevOps, Linux, Maintenance, Solutions",N/A,saramin.co.kr
11/26/2024,DevOps Engineer,ZeroEyes Development Team Lead,Long time no see,company Logo,South Korea,"Busan whole, Busan Haeundae-gu","SE System Engineer, DevOps, Infrastructure, Solutions, Cloud",N/A,saramin.co.kr
12/06/2024,DevOps Engineer,Java Backend DeveloperWATA IncPangyo,Joowattaaiai,company Logo,South Korea,"Gyeonggi-do, Gyeonggi-do Seongnam-si","SE System Engineer, DevOps, Linux, Infrastructure, Solutions",N/A,saramin.co.kr
12/03/2024,DevOps Engineer,SW Pro-level job posting,"LC Tech Co., Ltd.",company Logo,South Korea,"Gyeongbuk whole, Gumi city, Gyeongbuk","SE System Engineer, DevOps, Maintenance, Infrastructure, C",N/A,saramin.co.kr
12/11/2024,DevOps Engineer,DeepXAI Semiconductor Software Engineer Permanent Recruitment 9 Positions,JudeepX,company Logo,South Korea,"Map of Bundang-gu, Seongnam-si, Gyeonggi-do","DevOps, Linux, Python, C, AIArtificial Intelligence",N/A,saramin.co.kr
12/02/2024,DevOps Engineer,AI Engineer  Computer Vision,Jubigles,company Logo,South Korea,"Gyeonggi-do, Gyeonggi-do Seongnam-si","SE System Engineer, DevOps, Infrastructure, Cloud, Python",N/A,saramin.co.kr
10/14/2024,DevOps Engineer,Solution Sales Job Openings for New and Experienced Employees,Junuricon,company Logo,South Korea,"Map of Bundang-gu, Seongnam-si, Gyeonggi-do","SE System Engineer, DevOps, Network, Maintenance, Solutions",N/A,saramin.co.kr
10/11/2024,DevOps Engineer,Recruitment of trainees for the full-stack training course based on the national framework React,Jaedaeduk Human Resources Development Center,company Logo,South Korea,Daejeon Jung-gu Map,"SE System Engineer, Data Engineer, DevOps, Linux, Maintenance",N/A,saramin.co.kr
12/03/2024,DevOps Engineer,Hardware Design SUB Team Member Researcher Recruitment Announcement,"LC Tech Co., Ltd.",company Logo,South Korea,"Gyeongbuk whole, Gumi city, Gyeongbuk","SE System Engineer, DevOps, Infrastructure, Production Technology, CAD",N/A,saramin.co.kr
12/01/2024,DevOps Engineer,Smart Logistics IT Solution Developer Recruitment,Altiolju,company Logo,South Korea,"Incheon Yeonsu-gu, Incheon as a whole","SE System Engineer, DevOps, Linux, Infrastructure, Cloud",N/A,saramin.co.kr
12/09/2024,DevOps Engineer,Server and Infrastructure Developer,Main data maker,company Logo,South Korea,"Daejeon whole, Daejeon Yuseong-gu","SE System Engineer, DevOps, Network, Linux, Infrastructure",N/A,saramin.co.kr
12/10/2024,DevOps Engineer,Vision Development Team Vision SW Part Career Recruitment,Jukressem,company Logo,South Korea,"Incheon Yeonsu-gu, Incheon as a whole","SE System Engineer, DevOps, Maintenance, Infrastructure, C",N/A,saramin.co.kr
12/02/2024,DevOps Engineer,EvryAI Backend Developer Recruitment,"PRSI Co., Ltd.",company Logo,South Korea,"Gangwon Wonju City, Gangwon Province","SE System Engineer, DevOps, Linux, Infrastructure, Solutions",N/A,saramin.co.kr
12/05/2024,DevOps Engineer,Recruitment by sector including career sales development engineer SA,Saltware stock,company Logo,South Korea,"Map of Gwacheon-si, Gyeonggi-do","Data Engineer, DevOps, Network, Linux, Maintenance",N/A,saramin.co.kr
12/04/2024,DevOps Engineer,Autonomous Inspection Drone Robot Developer Recruitment New Master's Degree or higher,Sisierra Base,company Logo,South Korea,"Ulsan whole, Ulsan Nam-gu","SE System Engineer, DevOps, Infrastructure, Python, C",N/A,saramin.co.kr
12/05/2024,DevOps Engineer,Solution EngineerSystem EngineerSE Recruitment,Jui Papyrus,company Logo,South Korea,"Gyeonggi-do, Gyeonggi-do Seongnam-si","SE System Engineer, DevOps, Network, Linux, Infrastructure",N/A,saramin.co.kr
12/09/2024,DevOps Engineer,Recruiting 45 years of experience as a systems engineer,Stock price data,company Logo,South Korea,"Gyeongnam whole, Gyeongnam Jinju city","SE System Engineer, DevOps, Linux, Infrastructure, Solutions",N/A,saramin.co.kr
11/26/2024,DevOps Engineer,DevOps Consultant Coach Hiring Experience,Infograbyou,company Logo,South Korea,"Gyeonggi-do, Gyeonggi-do Seongnam-si","SE System Engineer, DevOps, Infrastructure, Solutions, Technical Support",N/A,saramin.co.kr
11/18/2024,DevOps Engineer,Hiring System Engineers,Laon People Co.,company Logo,South Korea,"Map of Gwacheon-si, Gyeonggi-do","SE System Engineer, DevOps, Network, Infrastructure, Solutions",N/A,saramin.co.kr
12/01/2024,DevOps Engineer,Front-end developer senior level,Hicompint,company Logo,South Korea,"Gyeonggi Goyang City, Gyeonggi Province","SE System Engineer, DevOps, Linux, Maintenance, Web Development",N/A,saramin.co.kr
11/29/2024,DevOps Engineer,AI  Computer Vision,Jubigles,company Logo,South Korea,"Map of Bundang-gu, Seongnam-si, Gyeonggi-do","DevOps, Cloud, AWS, Machine Learning, Image Processing",N/A,saramin.co.kr
12/01/2024,DevOps Engineer,Logistics Automation Operation System Research Developer,Altiolju,company Logo,South Korea,"Incheon Yeonsu-gu, Incheon as a whole","SE System Engineer, DevOps, Linux, Solutions, Python",N/A,saramin.co.kr
12/04/2024,DevOps Engineer,Logistics system development PL experience 11 years 15 years,Korea Networks,company Logo,South Korea,"Gyeonggi-do, Gyeonggi-do Seongnam-si","SE System Engineer, DevOps, Infrastructure, Solutions, Java",N/A,saramin.co.kr
11/22/2024,DevOps Engineer,Web Development Maintenance Career Hiring,"KK Tech Co., Ltd.",company Logo,South Korea,"The entire game, Anseong-si, Gyeonggi-do","SE System Engineer, DevOps, Network, Maintenance, Infrastructure",N/A,saramin.co.kr
11/25/2024,DevOps Engineer,Medical Research and Development Management Sector System HW Development,Judy Altec,company Logo,South Korea,"Gyeonggi-do, Gyeonggi-do Seongnam-si","SE System Engineer, DevOps, Infrastructure, Embedded, HW",N/A,saramin.co.kr
11/25/2024,DevOps Engineer,Embedded Linux firmware development for medical R&D management,Judy Altec,company Logo,South Korea,"Gyeonggi-do, Gyeonggi-do Seongnam-si","SE System Engineer, DevOps, Linux, Infrastructure, AWS",N/A,saramin.co.kr
12/01/2024,DevOps Engineer,Front-end developer assistant level,Hicompint,company Logo,South Korea,"Gyeonggi Goyang City, Gyeonggi Province","SE System Engineer, DevOps, Linux, Maintenance, Web Development",N/A,saramin.co.kr
12/03/2024,DevOps Engineer,Anyang Sangju Network Engineer Full-time Recruitment,Juringnet,company Logo,South Korea,"Gyeonggi Province, Gyeonggi Province Anyang City","SE System Engineer, DevOps, Network, Infrastructure, Technical Support",N/A,saramin.co.kr
12/04/2024,DevOps Engineer,Career Systems Engineer,Stock price data,company Logo,South Korea,"Gyeongnam whole, Gyeongnam Jinju city","SE System Engineer, DevOps, Linux, Infrastructure, Solutions",N/A,saramin.co.kr
12/04/2024,DevOps Engineer,Recruiting autonomous inspection drone robot developer experience,Sisierra Base,company Logo,South Korea,"Ulsan whole, Ulsan Nam-gu","SE System Engineer, DevOps, Infrastructure, Python, C",N/A,saramin.co.kr
12/04/2024,DevOps Engineer,Logistics system development PL experience 6 years 10 years,Korea Networks,company Logo,South Korea,"Gyeonggi-do, Gyeonggi-do Seongnam-si","SE System Engineer, DevOps, Infrastructure, Solutions, Java",N/A,saramin.co.kr
12/09/2024,DevOps Engineer,Hybrid Cloud Strategy Development Lead Executive Global Game Company,JHRB Korea,company Logo,South Korea,"Map of Bundang-gu, Seongnam-si, Gyeonggi-do","SE System Engineer, DevOps, Network, Linux, Infrastructure",N/A,saramin.co.kr
12/02/2024,DevOps Engineer,AI Engineer  Team Lead,Jubigles,company Logo,South Korea,"Gyeonggi-do, Gyeonggi-do Seongnam-si","SE System Engineer, DevOps, Infrastructure, Cloud, Python",N/A,saramin.co.kr
12/04/2024,DevOps Engineer,Logistics system development PL experience 16 years 20 years,Korea Networks,company Logo,South Korea,"Gyeonggi-do, Gyeonggi-do Seongnam-si","SE System Engineer, DevOps, Infrastructure, Solutions, Java",N/A,saramin.co.kr
10/14/2024,DevOps Engineer,Google CloudEngineerSales Recruitment,"Megazone Soft Co., Ltd.",company Logo,South Korea,"Map of Gwacheon-si, Gyeonggi-do","Data Engineer, DevOps, Maintenance, Cloud, Python",N/A,saramin.co.kr
11/13/2024,DevOps Engineer,Network Engineer,Juglobal Cornet,company Logo,South Korea,"Gyeonggi Province, Gyeonggi Province Anyang City","SE System Engineer, DevOps, Network, Infrastructure, Information Security",N/A,saramin.co.kr
11/21/2024,DevOps Engineer,Harman Connected Services Software Engineer Kubernetes Automation,Yuhaman Connected Services Inc.,company Logo,South Korea,"Map of places where telecommuting is possible in Yeongtong-gu, Suwon-si, Gyeonggi-do","DevOps, Linux, Cloud, Python, AWS",N/A,saramin.co.kr
11/25/2024,DevOps Engineer,Development of medical research and development management system firmware,Judy Altec,company Logo,South Korea,"Gyeonggi-do, Gyeonggi-do Seongnam-si","SE System Engineer, DevOps, Infrastructure, C, AWS",N/A,saramin.co.kr
12/02/2024,DevOps Engineer,Information security manager at a company that signed a medical device licensing agreement with Daewoong Pharmaceutical,Jubibi Partners,company Logo,South Korea,"Map of Bundang-gu, Seongnam-si, Gyeonggi-do","Data Engineer, DevOps, Infrastructure, Data Analyst, Security Consulting",N/A,saramin.co.kr
12/03/2024,DevOps Engineer,FW Hardware Recruitment Notice for Team Leader Level,"LC Tech Co., Ltd.",company Logo,South Korea,"Gyeongbuk whole, Gumi city, Gyeongbuk","SE System Engineer, DevOps, Infrastructure, Production Technology, CAD",N/A,saramin.co.kr
12/03/2024,DevOps Engineer,Hardware Design Professional Job Posting,"LC Tech Co., Ltd.",company Logo,South Korea,"Gyeongbuk whole, Gumi city, Gyeongbuk","SE System Engineer, DevOps, Infrastructure, Production Technology, CAD",N/A,saramin.co.kr
12/03/2024,DevOps Engineer,Gyeonggi Network Engineer Full-time Recruitment,Juringnet,company Logo,South Korea,"Gyeonggi-do, Gyeonggi-do Gwacheon-si","SE System Engineer, DevOps, Network, Infrastructure, Technical Support",N/A,saramin.co.kr
12/03/2024,DevOps Engineer,Network Engineer Full-time Recruitment,Juringnet,company Logo,South Korea,"Gyeonggi-do, Gyeonggi-do Uiwang-si","SE System Engineer, DevOps, Network, Infrastructure, Technical Support",N/A,saramin.co.kr
12/09/2024,DevOps Engineer,Famous Semiconductor Fabless Software Architecture Engineer S,Line search,company Logo,South Korea,"Map of Bundang-gu, Seongnam-si, Gyeonggi-do","DevOps, Technical Engineer, Linux, Solutions, Python",N/A,saramin.co.kr
12/07/2024,DevOps Engineer,Famous Semiconductor Fabless SoC EngineerS,Line search,company Logo,South Korea,"Map of Bundang-gu, Seongnam-si, Gyeonggi-do","DevOps, Technical Engineer, Linux, Python, C",N/A,saramin.co.kr
12/09/2024,DevOps Engineer,Renowned SoC Semiconductor Functional Safety Engineer S,Line search,company Logo,South Korea,"Map of Bundang-gu, Seongnam-si, Gyeonggi-do","DevOps, Technical Engineer, Linux, Python, Semiconductor",N/A,saramin.co.kr
12/10/2024,DevOps Engineer,Software Engineer CCJava-based web development experience,Search Square,company Logo,South Korea,"Cheoin-gu, Yongin-si, Gyeonggi-do","DevOps, Linux, Solutions, Python, C",N/A,saramin.co.kr
